video_id,video_path,signs_detected,signwriting,translation,full_text,duration,fps,time_total_ms,time_pose_extraction_ms,time_segmentation_ms,time_transcription_ms,time_translation_ms,status,error
gdVQKVcjBO8-00:00:20.320-00:00:26.000,/work3/s235253/openaslcropped/gdVQKVcjBO8-00:00:20.320-00:00:26.000.mp4,2,M500x500S15030507x478S15030507x478S22a00507x478S22a00507x507|M500x500S36d00479x467S1dc04504x467S1dc0c489x503S26504519x489S26514473x489,upbringing|slip,upbringing slip,6.84,25.0,9530.89,8572.75,14.82,839.74,30.89,success,
zl5Q-PahKrQ-00:07:15.920-00:07:18.660,/work3/s235253/openaslcropped/zl5Q-PahKrQ-00:07:15.920-00:07:18.660.mp4,0,,,,3.32,25.0,4275.43,4229.33,9.69,0.0,0.0,success,
AcOCIO6Yvho-00:12:31.458-00:12:35.587,/work3/s235253/openaslcropped/AcOCIO6Yvho-00:12:31.458-00:12:35.587.mp4,4,M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500509x490|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S30000482x483S1dc00497x489S20500482x477,2nd|fullofcovering|fullofcovering|sibling,2nd fullofcovering fullofcovering sibling,3.96,25.0,5993.37,4967.36,10.79,909.96,63.73,success,
zCCUZIqwDJw-00:09:49.539-00:09:55.440,/work3/s235253/openaslcropped/zCCUZIqwDJw-00:09:49.539-00:09:55.440.mp4,9,M500x500S10e30494x491S10e38481x491S20600488x481|M500x500S2ff00482x483S1ed30S1ed3ep480S1ed3ep478S22a04504x505|M500x500S30004482x483S20332489x512S20600514x512|M500x500S30000482x483S30004482x483S20600520x474|M500x500S36d00479x480S15d31517x480S15d39472x503|M500x500S36d00479x480S20332474x509S20600472x512|M500x500S30007482x483S1dc01510x497S20500509x472S22a07521x489|M500x500S30007482x483S15d31518x473S20600519x473|M500x500S36a00482x477S18000512x518S20600519x518,youtube|Movementofthewriting|grandfather|easy|welfare|numbers|thought|comprehend|neck,youtube Movementofthewriting grandfather easy welfare numbers thought comprehend neck,7.12,25.0,9551.79,8093.54,14.52,1267.0,128.28,success,
20L1KcP9Zeo-00:08:31.339-00:08:37.120,/work3/s235253/openaslcropped/20L1KcP9Zeo-00:08:31.339-00:08:37.120.mp4,7,M500x500S33b00482x483S16d30520x497S26500526x499S26510463x499|M500x500S36a00482x477S18000512x518S20600519x489|M500x500S33b00482x482S16d30520x497S16d30520x497S16d38463x497|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512|M500x500S36a00482x477S18000512x510S18000511x526S27104526x526|M500x500S36d00479x467S36d00479x530S20332511x489S2033a473x489S20600536x489S20600458x489|M500x500S36d00479x467S36d00480x512S15d31516x467S20600467x467,drink|fullofcow|drink|Feb0uary|(sideview)|joblessness|Figure,drink fullofcow drink Feb0uary (sideview) joblessness Figure,6.96,25.0,10056.59,8747.85,15.75,1098.86,121.72,success,
j2iRHiIYtTg-00:16:17.975-00:16:19.595,/work3/s235253/openaslcropped/j2iRHiIYtTg-00:16:17.975-00:16:19.595.mp4,6,M500x500S30000482x483S30004482x483S2b704510x489|M500x500S30000482x483S30004482x483S20600519x489|M500x500S36d00479x467S36d00479x530S15004511x480S1500c467x480|M500x500S30007482x482S1dc01520x482S1dc01521x482S20500509x474S20500482x512|M500x500S30001482x482S30007482x482S1dc01521x482S20500521x490S20500521x490|M500x500S30001482x482S30007482x482S1dc01521x482S20500521x490S20500521x490S20500521x490,fragrance|easy|monkey|Lynx|Lynx|Lynx,fragrance easy monkey Lynx Lynx Lynx,1.96,25.0,3732.33,2502.32,12.53,1116.81,81.1,success,
D9HR4q0vbwE-00:26:59.534-00:27:08.209,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:26:59.534-00:27:08.209.mp4,17,M500x500S37906468x489S15a5a503x502S37806469x483S37806471x490S15a5a473x489S20500479x489|M500x500S37a06468x489S15a5a503x489S14c52470x483S21100490x490S22a04483x490S22a04490x490|M500x500S36d00479x477S16d10554x497S16d18541x483S20500561x481S26504557x522S26510545x463|M500x500S36d00479x468S15d32514x487S22a04536x507S21100536x507|M500x500S3790b471x489S14c51489x471S37903489x489S3790b489x489S3790b470x489S20500489x490|M500x500S36d00479x480S15d34522x478S20600464x512|M500x500S15d39480x470S37a0b482x486S15351486x490S22a04483x504S21100490x486|M500x500S20600489x512S15d39489x512S10051489x490|M500x500S30000482x483S30004482x483S20500495x520S22a04520x490S20500495x520|M500x500S30000482x483S30004482x483S20500514x474S20500514x474S20500514x474S20500514x474S22a04514x512|M500x500S3790b471x490S15a5a489x503S14c04489x489S21100461x479S22a04483x490S14c03490x490|M500x500S36d00479x487S15d0a468x487S22a04483x490S21100483x490|M500x500S30004482x483S14404489x490S20500487x507S20500487x507S20500487x503|M500x500S30004482x482S14c20490x478S20500495x507S20500495x515S22a04503x490|M500x500S30004482x483S14402482x489S20500507x521S22b04507x490|M500x500S30000482x483S30004482x483S20600522x512|M500x500S30007482x482S1f521517x514S20600517x514,dusk|software|member|government|Pancake|companion|atlantic|Furthermore|parents|parents|slow|baptize|penitentiary|male|list|notneed|remember,dusk software member government Pancake companion atlantic Furthermore parents parents slow baptize penitentiary male list notneed remember,8.32,25.0,12407.5,9925.08,16.16,2209.75,243.43,success,
BwIIUBEqyzM-00:10:27.899-00:10:43.809,/work3/s235253/openaslcropped/BwIIUBEqyzM-00:10:27.899-00:10:43.809.mp4,0,,,,15.28,25.0,19098.46,18919.4,26.79,0.0,0.0,success,
AKtthktaYps-00:08:35.200-00:08:46.720,/work3/s235253/openaslcropped/AKtthktaYps-00:08:35.200-00:08:46.720.mp4,0,,,,13.84,25.0,17374.47,17212.8,23.36,0.0,0.0,success,
1t3Hbvflc40-00:05:57.480-00:06:09.339,/work3/s235253/openaslcropped/1t3Hbvflc40-00:05:57.480-00:06:09.339.mp4,5,M500x500S36d00479x473S20332S20332S2033ap473S37807517x473S37807517x473S37807517x473S26607517x473S26607482x483|M500x500S36d00479x467S1dc04503x489S1dc0c489x503|M500x500S30000482x482S1dc00497x473S20600489x519|M500x500S36d00479x473S37601478x473S37607480x474S2b707507x473|M500x500S36d00479x480S15d31511x480S15d39473x478S22a04511x504,armshare(f0ont)|lord|lesbian|vengeance|preserve,armshare(f0ont) lord lesbian vengeance preserve,14.24,25.0,19018.6,17610.82,24.84,1166.81,74.29,success,
FSTcHQ4yBbw-00:02:05.959-00:02:08.280,/work3/s235253/openaslcropped/FSTcHQ4yBbw-00:02:05.959-00:02:08.280.mp4,1,M500x500S30000482x483S30004482x483S22a04512x510S22a04512x510S15030504x489S15030504x489,mourn,mourn,2.24,25.0,3731.69,2789.65,10.19,911.12,13.7,success,
11QQwlNKUr4-00:11:29.639-00:11:31.080,/work3/s235253/openaslcropped/11QQwlNKUr4-00:11:29.639-00:11:31.080.mp4,1,M500x500S30000482x483S1dc00497x489S20600489x470,lesbian,lesbian,1.76,25.0,3010.92,2206.09,7.23,759.16,15.96,success,
BLVDbsj7Xo4-00:00:28.861-00:00:32.115,/work3/s235253/openaslcropped/BLVDbsj7Xo4-00:00:28.861-00:00:32.115.mp4,0,,,,3.16,25.0,4053.55,4006.59,9.58,0.0,0.0,success,
g6dL_64oZ3Y-00:00:26.920-00:00:35.039,/work3/s235253/openaslcropped/g6dL_64oZ3Y-00:00:26.920-00:00:35.039.mp4,1,M500x500S30000482x483S1dc00489x470S20600504x489,lesbian,lesbian,9.76,25.0,13217.13,12265.14,17.04,820.27,16.18,success,
CvlyhtXd9e8-00:09:48.553-00:09:49.743,/work3/s235253/openaslcropped/CvlyhtXd9e8-00:09:48.553-00:09:49.743.mp4,4,M500x500S36d00479x480S20332473x503S20500473x489|M500x500S36d00479x473S37601477x474S20331477x474S22a07509x473|M500x500S36d00479x467S1dc04510x490S20500510x474S22a04510x497S22a04510x512|M500x500S33b00482x483S16d30520x497S16d38465x497S22a04520x497S22a14463x498S21100534x498S21100451x498,love|slave|goalkeeper|Yugoslavia,love slave goalkeeper Yugoslavia,1.16,25.0,2520.29,1434.72,6.99,1014.31,61.48,success,
9GhUO_jopI0-00:09:11.200-00:09:18.960,/work3/s235253/openaslcropped/9GhUO_jopI0-00:09:11.200-00:09:18.960.mp4,16,M500x500S36a00482x477S18000512x518S20600519x489|M500x500S30000482x483S1dc00497x489S20500482x477S20500509x473S20500482x489|M500x500S15d39482x482S15d31503x473S20600489x458|M500x500S36a00482x477S18000512x518S20600519x489|M500x500S33b00482x483S15d32503x489S20600489x512|M500x500S33100482x483S16d00520x489S21600519x473|M500x500S33b00482x483S16d30520x497S16d30520x497S16d38463x498|M500x500S30001482x483S30007482x483S14c31482x482|M500x500S36a00482x477S18000511x512S18000511x526S27104526x526|M500x500S30000482x483S30004482x483S10000498x509S20500509x474S26600509x474|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S36d00479x467S20333503x489S20333503x489S26507479x489|M500x500S36d00479x467S36d00479x530S15032511x457S26502536x480S26504545x504|M500x500S30000482x483S17630511x489S17630476x489|M500x500S30000482x483S30004482x483S10000519x489S20500520x489S20500482x489S20500470x489|M500x500S33b00482x483S16d30520x497S16d30520x497S16d38463x497,fullofcow|Philosophy|school|fullofcow|sec0et|wolf|drink|illegitimate|(seeActs28:5)|order|2nd|early|longfor|goat|deaf|drink,fullofcow Philosophy school fullofcow sec0et wolf drink illegitimate (seeActs28:5) order 2nd early longfor goat deaf drink,9.32,25.0,13661.19,11648.09,22.98,1669.99,223.63,success,
AcOCIO6Yvho-00:13:00.818-00:13:03.115,/work3/s235253/openaslcropped/AcOCIO6Yvho-00:13:00.818-00:13:03.115.mp4,1,M500x500S30007482x482S10004513x482S26604521x503,tell,tell,2.24,25.0,3660.13,2782.3,8.72,834.06,11.24,success,
gALXtpV4IY8-00:02:41.360-00:02:51.972,/work3/s235253/openaslcropped/gALXtpV4IY8-00:02:41.360-00:02:51.972.mp4,0,,,,12.76,25.0,15969.15,15814.04,23.24,0.0,0.0,success,
fk1C9sC3uuw-00:00:59.826-00:01:06.599,/work3/s235253/openaslcropped/fk1C9sC3uuw-00:00:59.826-00:01:06.599.mp4,3,M500x500S36d00479x473S37601478x474S20331517x474S22a07540x512S22201517x512|M500x500S30000482x483S1dc00497x489S20500482x477|M500x500S36d00479x480S15032473x480S15032473x478S22a04509x507,embar0assed|sibling|upset,embar0assed sibling upset,8.12,25.0,11103.13,10071.25,17.01,890.97,40.41,success,
7ZD77TloaUw-00:03:51.800-00:03:53.919,/work3/s235253/openaslcropped/7ZD77TloaUw-00:03:51.800-00:03:53.919.mp4,1,M500x500S36d00479x473S37605473x474S20331S20339S20331p517S20337519x473S26607482x482,slave,slave,2.04,25.0,3644.92,2521.77,7.34,1085.02,13.53,success,
B57Q2xr4Zqs-00:05:51.759-00:05:55.399,/work3/s235253/openaslcropped/B57Q2xr4Zqs-00:05:51.759-00:05:55.399.mp4,1,M500x500S30000482x483S10004514x488S20600466x474,slothful,slothful,4.4,25.0,6457.88,5546.33,10.86,841.17,16.12,success,
8jjWexiKjCQ-00:14:42.082-00:15:02.582,/work3/s235253/openaslcropped/8jjWexiKjCQ-00:14:42.082-00:15:02.582.mp4,0,,,,19.68,25.0,24656.33,24414.59,35.67,0.0,0.0,success,
1opYrIh0eGc-00:03:57.704-00:04:08.448,/work3/s235253/openaslcropped/1opYrIh0eGc-00:03:57.704-00:04:08.448.mp4,1,M500x500S36d00479x467S1dc04504x489S1dc0c478x489S1dc04504x489S20500511x489,toilet,toilet,12.88,25.0,16791.24,15800.99,24.42,825.34,13.52,success,
20L1KcP9Zeo-00:01:12.140-00:01:25.879,/work3/s235253/openaslcropped/20L1KcP9Zeo-00:01:12.140-00:01:25.879.mp4,21,M500x500S36d00479x472S20333517x480S20331517x517S22a07536x507S22a07536x507S22a07536x507S22a07536x507S22a07536x507|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S36a00482x477S18000512x518S20600519x489|M500x500S36a00482x477S18000512x512S20600519x489|M500x500S36a00482x477S18000512x518S20600519x489|M500x500S30000482x482S1dc00497x473S20600489x512|M500x500S33b00482x483S20330519x489S20330519x489S26500519x489|M500x500S36a00482x477S18000512x518S20600519x489|M500x500S36a00482x477S18000512x510S18000509x526|M500x500S36d00479x473S37609477x474S20331489x473S26507519x473|M500x500S36a00482x477S18000512x512S18000511x526S27104528x526|M500x500S36a00482x477S18000512x512S18001511x526S20500509x497S20500482x489|M500x500S36a00482x477S18000511x512S18000511x526S27104528x526|M500x500S36a00482x477S18000503x511S18000503x511S20500482x511S20500503x491|M500x500S30000482x483S30004482x483S20600519x489|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S36d00479x473S37605519x473S37605473x474S36d00479x473S20500532x473S20500473x473S15d30489x463|M500x500S20337482x482S20337482x482|M500x500S20330482x482S20330482x482S20600466x482|M500x500S36d00479x467S15d31511x478S15d39473x478S20500509x473,heavy|fullofcovering|fullofcow|fullofcovering|fullofcow|lesbian|confidence|fullofcow|Feb0uary|Scotland|(sideview)|Feb0uary|(sideview)|Feb0uary|easy|Feb0uary|fullofcovering|breastfeed|mic0oscopic|work|kindness,heavy fullofcovering fullofcow fullofcovering fullofcow lesbian confidence fullofcow Feb0uary Scotland (sideview) Feb0uary (sideview) Feb0uary easy Feb0uary fullofcovering breastfeed mic0oscopic work kindness,16.52,25.0,23011.45,20421.4,27.6,2033.71,366.94,success,
zjhom8jHY3s-00:07:52.959-00:07:59.360,/work3/s235253/openaslcropped/zjhom8jHY3s-00:07:52.959-00:07:59.360.mp4,0,,,,7.72,25.0,9740.67,9632.07,22.8,0.0,0.0,success,
5dVs413UwiQ-00:06:56.833-00:07:37.956,/work3/s235253/openaslcropped/5dVs413UwiQ-00:06:56.833-00:07:37.956.mp4,0,,,,39.44,25.0,49603.12,49156.38,62.65,0.0,0.0,success,
AcOCIO6Yvho-00:14:41.754-00:14:53.475,/work3/s235253/openaslcropped/AcOCIO6Yvho-00:14:41.754-00:14:53.475.mp4,0,,,,11.28,25.0,14025.48,13885.26,20.0,0.0,0.0,success,
j2iRHiIYtTg-00:05:55.922-00:06:00.927,/work3/s235253/openaslcropped/j2iRHiIYtTg-00:05:55.922-00:06:00.927.mp4,14,M500x500S30007482x482S1f502510x511S20600507x517|M500x500S30000482x483S30004482x483S20600520x474|M500x500S36d00479x473S37609507x473S20331512x473S20339473x473S26607519x473S26617473x473|M500x500S30000482x483S30004482x483S22a04511x525S22a04511x525|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S36d00479x480S20332473x505S20500473x505S20500473x504S26505473x503|M500x500S36d00479x467S1dc04503x489S1dc0c478x489S20500511x489S20500511x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500509x490|M500x500S36a00482x477S18000503x512S18000503x512S20600489x512|M500x500S33b00482x483S16d32513x498S16d3a463x498S26502536x498S26516457x498|M500x500S33100482x483S10000494x489S20600467x489|M500x500S30000482x483S30004482x483S10000498x509S20500509x512|M500x500S36d00479x465S1dc04504x480S1dc0c478x507S22a04507x507S22a04507x507S22a14480x507|M500x500S36d00479x480S15d31511x480S15d39473x478S20500509x497,pat0ol|easy|shovel|sweet|2nd|senior|toilet|2nd|fullofcovering|masculine|nose|quiet|holiday|heart,pat0ol easy shovel sweet 2nd senior toilet 2nd fullofcovering masculine nose quiet holiday heart,6.0,25.0,9258.99,7519.01,13.69,1496.06,172.07,success,
EslZp7UiTck-00:11:27.787-00:11:35.961,/work3/s235253/openaslcropped/EslZp7UiTck-00:11:27.787-00:11:35.961.mp4,1,M500x500S36d00479x467S15d31503x478S20600489x467,Friend,Friend,9.8,25.0,13274.76,12333.2,18.1,810.32,15.38,success,
0AQHLPt8NDk-00:07:36.055-00:07:42.127,/work3/s235253/openaslcropped/0AQHLPt8NDk-00:07:36.055-00:07:42.127.mp4,0,,,,7.28,25.0,9178.31,9088.17,15.16,0.0,0.0,success,
8kr8G6TzCbM-00:00:21.754-00:00:32.131,/work3/s235253/openaslcropped/8kr8G6TzCbM-00:00:21.754-00:00:32.131.mp4,0,,,,12.48,25.0,15579.8,15432.86,22.79,0.0,0.0,success,
AcOCIO6Yvho-00:03:55.276-00:04:23.680,/work3/s235253/openaslcropped/AcOCIO6Yvho-00:03:55.276-00:04:23.680.mp4,1,M500x500S36d00479x467S1dc04504x489S1dc0c478x489,lord,lord,27.28,25.0,35157.62,33898.09,44.07,931.7,17.2,success,
1c1aGRdDYB8-00:09:08.590-00:09:10.740,/work3/s235253/openaslcropped/1c1aGRdDYB8-00:09:08.590-00:09:10.740.mp4,0,,,,2.6,25.0,3327.2,3289.44,8.59,0.0,0.0,success,
20L1KcP9Zeo-00:09:37.240-00:09:44.620,/work3/s235253/openaslcropped/20L1KcP9Zeo-00:09:37.240-00:09:44.620.mp4,4,M500x500S36d00479x467S36d00479x530S20332519x458S20332519x458S26600545x463S26600545x463|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S33b00482x482S16d30520x497S16d30520x497S16d38463x497|M500x500S30000482x482S1dc00497x473S20600489x519,backpack|lord|drink|lesbian,backpack lord drink lesbian,8.88,25.0,12331.84,11264.85,16.47,901.71,58.62,success,
D9HR4q0vbwE-00:00:14.723-00:00:40.914,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:00:14.723-00:00:40.914.mp4,1,M500x500S36d00479x467S36d00480x536S15d31512x517S15d39473x517,welfare,welfare,25.12,25.0,32414.44,31259.5,37.32,847.04,13.92,success,
FmuUP-ysNRY-00:06:19.846-00:06:40.065,/work3/s235253/openaslcropped/FmuUP-ysNRY-00:06:19.846-00:06:40.065.mp4,0,,,,24.24,25.0,30317.39,30042.57,39.54,0.0,0.0,success,
9GhUO_jopI0-00:02:09.960-00:02:26.460,/work3/s235253/openaslcropped/9GhUO_jopI0-00:02:09.960-00:02:26.460.mp4,10,M500x500S36a00482x477S18000512x518S26600482x482S26600482x482|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512|M500x500S36a00482x477S18000512x518S26600519x503|M500x500S36a00482x477S18000512x518S26600519x503|M500x500S33b00482x482S16d40520x497S16d48463x497S26500523x497S26510463x498|M500x500S36d00479x467S36d00479x529S20330519x526S26500519x526S26510545x463S26500545x463|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S36d00479x467S1dc04503x489S1dc0c478x489|M500x500S30007482x483S15d31518x478S20600489x467|M500x500S36a00482x477S18000511x525S18000511x525S26604511x525,elevate|Feb0uary|invoice|invoice|can|backpack|fullofcovering|lord|comprehend|todepart,elevate Feb0uary invoice invoice can backpack fullofcovering lord comprehend todepart,19.8,25.0,26374.13,24745.7,32.8,1234.98,151.52,success,
ALW91e6WPTU-00:02:49.635-00:02:53.205,/work3/s235253/openaslcropped/ALW91e6WPTU-00:02:49.635-00:02:53.205.mp4,1,M500x500S36d00479x473S37605479x473S37605473x489S37605473x489S20330511x489S20332473x489,elbowslice,elbowslice,3.44,25.0,5242.0,4262.04,10.82,913.97,19.18,success,
DOJ2vhDD7Gg-00:03:15.659-00:03:25.879,/work3/s235253/openaslcropped/DOJ2vhDD7Gg-00:03:15.659-00:03:25.879.mp4,3,M500x500S36d00479x467S1dc04504x489S1dc0c489x503|M500x500S15030504x474S15030480x476S20600503x512|M500x500S36d00479x467S1dc04504x426S1dc0c478x426S1dc04p50334p489S20500p489,lord|wish|lord,lord wish lord,12.28,25.0,16483.82,15386.48,22.61,914.6,36.51,success,
7MO4gEUj6v0-00:11:30.600-00:11:40.480,/work3/s235253/openaslcropped/7MO4gEUj6v0-00:11:30.600-00:11:40.480.mp4,3,M500x500S36d00479x475S15d31517x478S15d39473x478|M500x500S36a00482x477S18000519x478S20600519x497|M500x500S36d00479x473S37601477x474S20331477x474S22a07509x512,welfare|fullofcow|slave,welfare fullofcow slave,9.52,25.0,13024.62,11913.27,19.15,947.49,45.74,success,
AdDxgNZ7nC0-00:07:00.752-00:07:11.564,/work3/s235253/openaslcropped/AdDxgNZ7nC0-00:07:00.752-00:07:11.564.mp4,0,,,,13.0,25.0,16261.1,16099.75,23.89,0.0,0.0,success,
CUIp1T0qhWs-00:08:36.432-00:08:55.116,/work3/s235253/openaslcropped/CUIp1T0qhWs-00:08:36.432-00:08:55.116.mp4,2,M500x500S36d00479x480S15d31516x478S20600467x489|M500x500S36d00479x467S36d00479x528S15032512x463S15032512x463S26500545x463S26500545x463S26500545x463S26500545x463,Friend|life,Friend life,17.92,25.0,22587.72,21443.63,29.36,923.97,25.02,success,
1t3Hbvflc40-00:08:55.419-00:09:18.179,/work3/s235253/openaslcropped/1t3Hbvflc40-00:08:55.419-00:09:18.179.mp4,18,M500x500S36d00479x465S20332473x467S20332511x517S26502526x517S26502545x517S26516545x517|M500x500S15030480x473S15030480x473S2b704510x510|M500x500S36d00479x463S1dc04504x508S1dc0c470x507S20500509x507S2050007p477S20500509x512|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500509x473S20500473x489S20500473x489|M500x500S36d00479x467S1dc04504x489S1dc0c489x503|M500x500S36d00479x473S37605479x473S20331S20330S26607477x473S26617477x473|M500x500S36a00482x477S18000512x512S20600467x512|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489|M500x500S30000482x483S30004482x483S20600520x474|M500x500S15030507x474S15030480x474S20600463x474|M500x500S36d00479x473S20332473x489S20332473x489S26504519x489|M500x500S36d00479x473S37601477x474S20331489x473S20600489x473|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500S20500p473S20500p473|M500x500S36d00479x465S1dc04504x508S1dc0c478x507S205000730p511|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489|M500x500S36a00482x477S18000510x512S18000510x512S18000510x512|M500x500S36d00479x467S36d00480x536S15d31512x517S15d39473x517,tennisshoes|wanted|toilet|toilet|lord|remove(tothe0ighthand)|fullofcovering|2nd|easy|wish|skin|student|2nd|lord|lord|2nd|Feb0uary|welfare,tennisshoes wanted toilet toilet lord remove(tothe0ighthand) fullofcovering 2nd easy wish skin student 2nd lord lord 2nd Feb0uary welfare,27.32,25.0,36167.31,33766.99,43.68,1846.27,236.79,success,
gdVQKVcjBO8-00:09:03.320-00:09:30.559,/work3/s235253/openaslcropped/gdVQKVcjBO8-00:09:03.320-00:09:30.559.mp4,0,,,,32.68,25.0,40863.59,40496.12,52.7,0.0,0.0,success,
D9HR4q0vbwE-00:24:37.517-00:24:39.853,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:24:37.517-00:24:39.853.mp4,3,M500x500S36a00482x477S18000512x512S18000503x512S20600489x512|M500x500S36a00482x477S18000512x512S20600519x512|M500x500S36a00482x477S18000512x516S20600465x532,fullofcovering|fullofcovering|fullofcow,fullofcovering fullofcovering fullofcow,2.28,25.0,3785.45,2872.65,7.39,823.11,54.51,success,
G34h0hn3T5k-00:00:54.262-00:01:12.572,/work3/s235253/openaslcropped/G34h0hn3T5k-00:00:54.262-00:01:12.572.mp4,7,M500x500S36d00479x478S15d33510x497S15d31510x478|M500x500S15030507x480S15038473x480S27104507x507S27114450x507|M500x500S30007482x482S1dc01510x497S20600467x481|M500x500S30000482x483S30004482x483S14c30489x519489x519489x519p489S20500503x489|M500x500S36d00479x467S36d00479x528S15d31517x489S15d39463x489|M500x500S36a00482x477S18000503x512S18000503x512S20600489x512|M500x500S15d30489x473S15d30489x473S2b704503x489,you(singular)|gossip|simple|Macedonia|House|fullofcovering|offer,you(singular) gossip simple Macedonia House fullofcovering offer,17.6,25.0,23287.34,21809.98,27.85,1159.61,105.23,success,
5V9VcrKqap0-00:04:08.417-00:04:14.457,/work3/s235253/openaslcropped/5V9VcrKqap0-00:04:08.417-00:04:14.457.mp4,3,M500x500S36d00479x480S15031473x503S15031517x478S15037480x480|M500x500S36d00479x467S15d31516x467S20600467x473|M500x500S2ff00482x483S1ed10504x494S35010494x506S27102506x506,Argentina|Friend|glasses,Argentina Friend glasses,7.28,25.0,9530.91,8527.58,15.65,874.85,43.15,success,
cvqbe6xyT7Y-00:01:39.933-00:01:48.141,/work3/s235253/openaslcropped/cvqbe6xyT7Y-00:01:39.933-00:01:48.141.mp4,2,M500x500S36d00479x467S36d00479x528S15030510x463S15030510x463S26504510x463|M500x500S36d00479x467S15d31503x478S15d31503x478S20600489x473,want|Friend,want Friend,19.68,25.0,25663.78,24527.89,30.41,883.19,27.53,success,
5zCLCm5eTfU-00:00:26.158-00:00:50.651,/work3/s235253/openaslcropped/5zCLCm5eTfU-00:00:26.158-00:00:50.651.mp4,4,M500x500S36d00479x467S36d00479x528S15030510x463S15030510x463S26504510x463S26504510x489S26514473x489|M500x500S36d00479x467S36d00479x528S15030510x463S15030510x463S26504510x463S26504510x489S26504510x489S26514473x489|M500x500S36d00479x467S36d00479x528S15030510x512S15030510x463S26600510x463S26610480x463|M500x500S30000482x483S1dc00497x489S20600463x489,Aarorse|Tiger|Deliver|lesbian,Aarorse Tiger Deliver lesbian,29.4,25.0,38231.45,36674.03,45.25,1152.15,59.45,success,
4zsgy6DmJfA-00:09:28.019-00:09:40.379,/work3/s235253/openaslcropped/4zsgy6DmJfA-00:09:28.019-00:09:40.379.mp4,0,,,,14.84,25.0,18685.86,18512.42,25.35,0.0,0.0,success,
3poB5VELd34-00:04:38.420-00:04:49.639,/work3/s235253/openaslcropped/3poB5VELd34-00:04:38.420-00:04:49.639.mp4,0,,,,13.48,25.0,16865.41,16695.25,24.3,0.0,0.0,success,
24fz_9v18Us-00:00:49.482-00:00:53.587,/work3/s235253/openaslcropped/24fz_9v18Us-00:00:49.482-00:00:53.587.mp4,1,M500x500S36d00479x480S15d31510x480S15d31512x478S22a04510x503,young-coast,young-coast,4.96,25.0,7158.6,6261.18,11.68,810.81,19.67,success,
3zBcV4VQ2lg-00:07:43.240-00:07:44.579,/work3/s235253/openaslcropped/3zBcV4VQ2lg-00:07:43.240-00:07:44.579.mp4,2,M500x500S36d00479x467S1dc04504x489S1dc0c478x503|M500x500S30000482x483S30004482x483S20500495x472S20500496x470S26504526x489S26514463x489S26504526x489S26514463x489,lord|Parents,lord Parents,1.64,25.0,2949.16,2008.2,6.96,889.54,26.88,success,
0AQHLPt8NDk-00:02:38.091-00:02:45.566,/work3/s235253/openaslcropped/0AQHLPt8NDk-00:02:38.091-00:02:45.566.mp4,13,M500x500S30000482x483S30004482x483S20500507x472S20500507x472S26600520x472S26610463x472S15a30520x468S15a38463x468|M500x500S30007482x482S30007482x482S20500507x472S20500507x472S20500507x472S20500485x473S26504522x507S26514463x507|M500x500S36d00479x475S15d31517x478S15d39473x478S20500509x473S20500473x503|M500x500S36d00479x480S15d31516x478S20600467x503|M500x500S30000482x483S30004482x483S14400489x519S14400489x489S20500519x489S20500473x489|M500x500S36d00479x473S37605473x473S37605473x474S36d00479x473S15d31516x473S20500473x473|M500x500S33b00482x483S16d30520x497S16d30520x440S16d38463x440S26500526x440S26510470x440|M500x500S36a00482x477S18000512x512S18000509x519S26600509x519|M500x500S36d00479x473S37607519x473S37607519x473S37607519x473S20331519x473S20330544x473|M500x500S15d37482x482S15d3f482x482S20600503x473|M500x500S30007482x482S10001517x478S20600517x470|M500x500S36d00479x480S20333477x503S20500480x492S20500509x474S26507532x505|M500x500S30007482x482S10001517x482S10001517x482S26607530x482,ReceptiveDEAF|Cuba|fatigued|Friend|King|breastfeed|missionary|elevate|slave|evidence|think|Habakkuk|thought,ReceptiveDEAF Cuba fatigued Friend King breastfeed missionary elevate slave evidence think Habakkuk thought,9.0,25.0,13210.88,11354.14,17.12,1562.48,187.73,success,
