video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time,translation_en
e0bxKJXsUyw-00:00:50.939-00:00:56.340,el hat seinen wald groß und hat seinen starken eid auf europa vor allem in britain und südosteuropa.,163.0,,0.032,9.021,17.514,3.0,29.739,el has its forest big and has its strong eid in Europe especially in Britain and South East Europe.
zViz5q_jppE-00:03:47.993-00:04:03.576,ungelutia ungelutia ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive unge,935.0,,0.144,51.609,104.796,4.111,160.835,unlutia unlutia unlutive unlutive unlutive unlutive unlutive unlutive unlutive unlutive unlutive unlutive unlutive unlutive unlutive unlutive
eyuQSdSbbp8-00:00:15.082-00:00:18.018,es gibt verschiedene temperaturbereiche werte um sehen auf den glasen auf den straßen auf den straßen.,71.0,,0.017,4.039,6.598,2.628,13.453,there are different temperature ranges values to see on the glass on the streets on the streets.
7yYu5s4k8Ig-00:08:53.779-00:09:02.059,es gibt richtung ostsee richtung südostsee richtung ostsee es fängt auf jeden fall morgen bei im südosten richtung ostsee richtung südostwind.,249.0,,0.045,13.944,27.654,3.972,45.776,there is direction east lake direction south east lake direction east lake it catches tomorrow at in south east direction east lake direction south east wind.
CvlyhtXd9e8-00:03:52.231-00:04:09.014,an der ostsee fließt ein ostseewinkel von der ostsee bis nach südosteuropa während diese luftmassen von osteuropa strömt zu uns eine strömung von osteuropa.,403.0,,0.066,22.52,44.621,4.029,71.409,at the eastern lake flows an east sea angle from the eastern lake to south-east Europe while these air masses from eastern Europe flows to us a current from eastern Europe.
2FvaJMgoK6Q-00:10:45.379-00:10:52.559,e energia sorgt für stabile energie supply in europa e energia europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa,216.0,,0.038,11.903,23.909,3.992,39.996,e energia ensures stable energy supply in europa e energia europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa
EslZp7UiTck-00:08:28.341-00:08:31.877,es war wechselhaft mit lokalen strömen und wechselböen.,106.0,,0.022,5.941,11.128,2.178,19.426,it was changeable with local streams and changing offices.
2Wsw0KI-yQg-00:11:18.291-00:11:24.166,und es kühlt sich schon wieder am rhein und an den rhein auf den rhein und es schüttet ja raus aus rhein und sonne.,141.0,,0.027,9.852,14.562,4.009,28.63,and it cools again on the Rhine and on the Rhine on the Rhine and it pours out of the Rhine and sun.
24fz_9v18Us-00:02:51.504-00:03:00.847,e                               ,281.0,,0.047,15.564,30.949,4.005,50.725,e
zCjNh65JKWs-00:01:57.180-00:02:09.060,an der ostsee a bläst eine rotunda bläst eine ostsee bläst eine ostseeküste a bläst eine ostseeküste a bläst eine ostseeküste a,357.0,,0.06,20.084,39.73,3.997,64.046,at the eastern sea a blows a rotunda blows an eastern sea blows an eastern sea coast a blows an eastern sea coast a blows an eastern sea coast a
7yYu5s4k8Ig-00:09:20.899-00:09:34.220,es bläst eine stabile wetterfront die richtung ostsee richtung ostseeküste oder ostseeküste richtung ostseeküste oder ostseeküste richtung ostseeküste oder ostseek,400.0,,0.066,22.716,44.801,4.029,71.784,it blows a stable weather front direction east sea direction east sea coast or east sea coast direction east sea coast or east sea coast direction east sea coast or east sea
4zsgy6DmJfA-00:00:29.519-00:00:31.179,südlich der südwestwind wartet ein frische südostwind.,50.0,,0.014,2.891,4.626,2.237,9.919,south of the south-west wind a fresh south-east wind awaits.
gdVQKVcjBO8-00:04:43.000-00:04:45.720,ungemütliches hochdruckwetter mit stürmischen böen und nebelfelder.,82.0,,0.018,4.501,8.265,2.39,15.331,uncomfortable high-pressure weather with stormy gusts and fog fields.
6fjvNHU3utk-00:02:07.126-00:02:14.867,es strömt dazu ein mäßige ostwärts ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ,464.0,,0.074,25.937,52.469,4.086,82.741,it flows a moderate eastward eastward in this line eastward in this line eastward in this line eastward in this line eastward in this line eastward in this line eastward in this line
CUIp1T0qhWs-00:14:46.051-00:14:50.054,es gibt viele nebelfelder es gibt werte werte werte im südwesten werte werte werte werte im südosten werte werte im südosten werte werte im süd,96.0,,0.021,5.257,10.063,4.009,19.508,there are many fog fields there are values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values values
yH_kzYMc0dE-00:07:11.180-00:07:23.779,es ändert sich in den nächsten tagen aber es ändert sich erstmal nicht viel das heißt es ändert sich erstmal das wetter lokales wetter lokales wetter lokales wetter lokale,378.0,,0.062,21.292,42.253,4.005,67.789,it changes in the next days but it doesn't change much at first that means it first changes the weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather local weather
Ct-0LgiwtBs-00:07:12.920-00:07:30.120,na rüttelt es schon am rhein im rhein main linie am rhein main linie am rhein main linie de blühen oktober bis januar so oktober bis mon,516.0,,0.086,28.851,57.407,4.004,90.509,na shakes it already on the Rhine in the Rhine main line on the Rhine main line on the Rhine main line on flowers october to january so october to mon
B57Q2xr4Zqs-00:03:08.560-00:03:18.080,etabliert sich das wetter in ungemütliche schritte in den nächsten tagen in ungemütliche schritte schritte schritte schritte schritte schritte schritte schritte schritte schritte,286.0,,0.052,15.868,31.063,4.005,51.157,the weather is established in uncomfortable steps in the next days in uncomfortable steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps steps
CvlyhtXd9e8-00:07:47.000-00:07:50.502,e vitat ihnen enorme energia.,85.0,,0.02,4.587,8.137,2.687,15.593,e vitat them enormous energia.
5cjkZmWlhKE-00:07:48.019-00:08:00.060,if you want to learn more about how to use the programming tools available on the idex idex idex idex idex idex idex idex idex idex idex idex idex idex ide,361.0,,0.062,19.828,40.13,4.004,64.198,if you want to learn more about how to use the programming tools available on the idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex idex
iFAIfRLaB64-00:04:01.680-00:04:04.400,es widnet sich in diesen landesteilen richtung südwest richtung südost richtung südost richtung südost richtung südost richtung südost richtung südost,66.0,,0.022,3.706,6.621,4.048,14.555,it is located in these parts south-west direction south-east direction south-east direction south-east direction south-east direction south-east direction south-east direction south-east
g6dL_64oZ3Y-00:02:12.680-00:02:16.560,e e bläst voller wind und e blt mit blen.,117.0,,0.024,6.514,11.949,2.815,21.466,e e blows full wind and e blt with blen.
8y54C5UiktI-00:03:47.930-00:03:49.080,diesen schönen abend mit vielen schönen gesprächen.,35.0,,0.012,1.909,2.77,1.647,6.494,this beautiful evening with lots of nice conversations.
j2iRHiIYtTg-00:07:23.810-00:07:26.379,e widt sich ja weiter richtung südwest linie linie e linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie,77.0,,0.018,5.646,7.494,4.062,17.383,e widens yes direction south west line line e line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line line
CUIp1T0qhWs-00:12:47.892-00:12:50.602,es tauchen auf es tauchen vereinzelt spitze spitze spitze spitze tauchen vereinzelt spitze spitze spitze spitze tauchen vereinzelt spitze spitze spitze spitze tauchen während es lichtblickt.,65.0,,0.016,3.52,6.666,4.005,14.379,it dive on it dive isolated tip tip tip tip dive isolated tip tip tip tip dive isolated tip tip tip tip dive while it looks bright.
1nJ_iACyuR8-00:06:06.240-00:06:09.639,es gibt a lot of turbulence an der böen im südwesten europas.,102.0,,0.021,5.688,10.388,2.375,18.63,there is a lot of turbulence at the boeen in the south west of Europe.
EKX7-U56t84-00:05:11.399-00:05:13.680,christia and christia.,69.0,,0.017,3.674,6.3,1.823,11.968,christia and christia.
0AQHLPt8NDk-00:01:27.087-00:01:35.295,und so um sachsen und thüringen werden wahrscheinlich die blauen nebel wahrscheinlich während es auf den grunde der temperatur und luftmassen weiterhin angespannt wird.,246.0,,0.043,13.125,25.517,3.546,42.386,and so around Saxony and Thuringia will probably be the blue mist while it is still tensed to the bottom of the temperature and air masses.
EslZp7UiTck-00:07:57.744-00:08:08.987,es änder sich immer wieder mit varying temperaturs bis unterschiedlichen luftdrucks. während es ab und zu mit nebel und sonne präsentiert sich im laufe des tages.,337.0,,0.057,18.558,35.462,3.744,57.991,it changes again and again with varying temperatures to different air pressure. while it occasionally presents itself with fog and sun in the course of the day.
g_Gny24zEVw-00:02:15.159-00:02:16.219,es gibt viele lichtblicke auf den hohen bergen.,32.0,,0.012,1.763,2.724,1.241,5.894,there are many views of the high mountains.
3Vg-kKfUHzI-00:07:02.740-00:07:13.699,e hat seinen rücken und e hat seinen rücken und e hat seinen rücken und e hat seinen rücken und osten sowie hat seinen sitz und hat seinen sitz und hat seinen ,329.0,,0.056,17.44,36.339,4.001,58.009,"e has his back, and e has his back, and e has his back, and e has his back, and east, and has his seat, and has his seat, and has his"
8kr8G6TzCbM-00:05:30.608-00:05:31.947,in den küsten süddeutschlands fängt es an zu stürmn.,41.0,,0.014,2.035,3.64,1.856,7.699,in the coasts of southern Germany it begins to storm.
ic9LAfKoFTA-00:13:06.118-00:13:25.386,es ändert sich vor allem in sweden aber ändert sich vor allem in südosteuropa actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel ,462.0,,0.076,24.68,51.906,4.014,80.848,it changes mainly in Sweden but changes mainly in South East Europe actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel
1Dtihc3VSiQ-00:01:27.620-00:01:28.168,,,Given input size: (768x1x1). Calculated output size: (768x1x0). Output size is too small,,,,,,I don't know.
BwIIUBEqyzM-00:11:12.672-00:11:13.972,es gibt viele lichtblicke auf diesen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen ,32.0,,0.009,1.618,2.653,4.051,8.489,there are many views of light on this high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high
iFAIfRLaB64-00:08:14.120-00:08:16.079,es ändert sich.,48.0,,0.017,2.641,4.356,1.76,8.926,It's changing.
3TEQLFpSk2I-00:02:30.379-00:02:35.960,"eax, eax, eax, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe,",168.0,,0.031,9.396,18.153,4.058,31.793,"eax, eax, eax, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe,"
EKX7-U56t84-00:05:25.720-00:05:27.399,e t t mit sonne................. ,51.0,,0.014,2.619,4.285,4.019,11.091,e t t with sun..................
fLZ-ZLa67AI-00:01:51.159-00:02:06.640,es hat eine breite wetterlage spanning über nördliche richtung spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spani,465.0,,0.077,23.398,50.863,4.063,78.579,it has a wide weather spanning over northern direction Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain
Be7Kg0uuaBo-00:02:36.979-00:02:38.780,in südost europa flütt ein bisschen sprühren.,55.0,,0.014,2.618,4.39,1.7,8.881,in south-east europe flows a little sprinkling.
fyWOxU3YUq8-00:10:00.799-00:10:02.000,e                               ,36.0,,0.012,3.214,2.429,4.071,9.885,e
fTpH5m4OTw4-00:07:34.161-00:07:36.329,es gibt tellement verschiedene temperaturbereiche werte um sweden werte um sweden.,52.0,,0.014,2.681,4.161,2.372,9.402,there are telement different temperature ranges values around sweden values around sweden.
7yYu5s4k8Ig-00:10:57.759-00:10:58.840,es gibt aber also den sonne und es gibt es eben vor allem in syttäen.,33.0,,0.011,1.623,2.559,2.192,6.543,But there is the sun and there is above all in sytteen.
BVrZ2mPsdS0-00:14:32.832-00:14:42.207,hohen luftdruck und steigende temperaturdruck sorgt für jahresüber wechselhaftes wetter mit hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen ,225.0,,0.041,12.109,22.244,4.032,38.583,high air pressure and rising temperature pressure ensures year-on-year changeable weather with high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high
7yYu5s4k8Ig-00:07:27.759-00:07:46.740,e widened e widened e widened e widened e e widened e e widened e e widened e e widened e e widened e e widened ,569.0,,0.094,27.902,57.879,4.014,90.067,e widened e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wide e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e wided e
DOJ2vhDD7Gg-00:01:37.500-00:01:51.540,"if we want to get a better understanding of the natural world we live in, then... if we learn how to read a we can learn to read a we can learn to read a we learn a we can learn to speak a we can learn to read a we",421.0,,0.068,21.87,44.123,4.044,70.275,"if we want to get a better understanding of the natural world we live in, then... if we learn how to read a we can learn to read a we can learn to read a we learn a we can learn to speak a we can learn to read a we"
fyWOxU3YUq8-00:08:23.759-00:08:30.000,"eax, lus, kós, kós, kós. kós, kós. kós, kós.",188.0,,0.036,9.473,18.951,3.36,31.976,"eax, lus, kós, kós, kós. kós, kós. kós, kós."
9C82salEk7w-00:02:57.175-00:03:07.895,ablaue circut circut och blaue circut och blaue circut och blaue circut och blaue circut och blaue circut och blaue circut och blaue,258.0,,0.044,13.654,26.57,4.038,44.476,ablaue circut circut och blue circut och blue circut och blue circut och blue circut och blue circut och blue circut och blue circut och blue
BwIIUBEqyzM-00:07:52.204-00:08:24.269,es änder sich kaum es änder sich es gibt ne raus ost nebe nung ost nebe nung ost nebe nung ost nebe nung ost nebe ,770.0,,0.124,42.389,85.456,4.029,132.168,There is little change in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes in the number of changes.
5udliYZHcX4-00:00:03.961-00:00:07.341,es gibt viele verschiedene wegweisen durch den hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen berg,102.0,,0.021,5.182,9.145,4.071,18.58,there are many different pathways through the high Mediterranean high Mediterranean high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains
8Pgz-GaUC6M-00:09:12.426-00:09:20.809,e e bläst eine stabile wetterlage an den küsten e bläst eine stabile wetterfront zwischen ostsee und südosteuropa.,201.0,,0.037,10.309,20.642,3.995,35.161,A stable weather situation on the coasts e e e e e e blows a stable weather front between East Sea and South East Europe.
yLfw4Ickjcg-00:01:08.879-00:01:17.019,ungemütliches ungemütliches frühlingswetter in den vergangenen tagen war dominated by ungemütliche ungemütliche ungemütliche ungemütliche wetter in den nächsten tagen by,245.0,,0.042,12.25,24.866,4.03,41.346,uncomfortable uncomfortable spring weather in the past days was dominated by uncomfortable uncomfortable uncomfortable uncomfortable weather in the next days by
G3zfes_ZL5U-00:07:20.105-00:07:26.346,es gibt zahlreiche nebelfelder an den mosen ostsee hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen berg,150.0,,0.028,7.629,14.3,4.073,26.206,there are numerous fog fields at the mosen eastern lake high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains high mountains
8kr8G6TzCbM-00:07:44.197-00:07:52.605,e lut e wt e e ród ród e blt e lót e ród e blt e wt e ród,253.0,,0.044,12.724,26.88,4.032,43.836,e lut e wt e ród ród e blt e lót e ród e bt e wt e ród
EslZp7UiTck-00:16:15.207-00:16:19.211,hier im wetter es gibt verschiedene wegweisen ab westen es gibt eine wegweisen ab westen es gibt wegein südwesten es gibt wegein südwesten.,120.0,,0.025,6.328,12.385,3.819,22.716,here in the weather there are different ways from west there is a way from west there is a way from south west there is a way from south west.
fQLaFTniURg-00:10:31.340-00:10:32.320,ich hat noch den ganzen sonntag. ich hat noch vielen schönen sonneen. ich hat noch vielen schönen sonneen.,30.0,,0.011,1.708,1.885,3.382,7.137,I still have the whole Sunday. I still have many beautiful suns. I still have many beautiful suns.
7CyI8OaIPEg-00:00:09.134-00:00:14.513,he was born in affluencen europea. he was educated in affluen. he was educated in afflu. he was educated in afflu. he was educated in afflu. he,129.0,,0.025,6.403,13.273,4.073,23.948,he was born in affluencen europea. he was educated in afflu. he was educated in afflu. he was educated in afflu. he was educated in afflu. he
BVrZ2mPsdS0-00:08:38.625-00:08:43.582,e e prächit. e chten lute ocht e chten lute. e chten ocht e chten lute. e chten ocht e chten lute. e chten ocht e ,119.0,,0.024,6.42,11.953,4.011,22.567,N u l l u l l l u l l l u l l u l l l u l l u l l l u l l u l l u l l u l l u l l u l l u l l u l l u l l u l l u l l u l l u l l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l u l
FCcLqY-Nezo-00:09:33.700-00:09:35.820,in den nördsten strömt e e rot groß.,64.0,,0.017,3.517,6.046,2.052,11.786,"In the north, the red flows large."
7yYu5s4k8Ig-00:09:14.100-00:09:20.899,es weht diesen wind im südwesten aus östlichen richtung ostseek im südostwind weht richtung ostseek im südwest.,204.0,,0.037,11.473,21.8,3.426,36.913,it blows this wind in the south west from the east direction ostseek in the south-east wind direction ostseek in the south-west.
Exjh4uwEBhM-00:04:12.318-00:04:15.400,e e europa hat noch ein stabile supply of kühler luft unter diesen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen,93.0,,0.02,5.162,8.969,4.016,18.324,e e europa still has a stable supply of cooler air under these high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high
045-gE1O_hQ-00:02:32.818-00:02:42.788,ungemütliches november november november endes in schottland in ostschottland in schottland im südolth oktober bis januar. ,299.0,,0.05,16.814,32.407,3.994,53.423,uncomfortable november november ende in Scotland in East Scotland in Scotland in south olth october to january.
D9HR4q0vbwE-00:23:09.679-00:23:14.058,e luft wurde rehabilitiert von england a türbul ochta.,105.0,,0.021,5.9,10.56,2.094,18.748,e air has been rehabilitated by england a türbul ochta.
cfrSyaoWMl0-00:05:06.800-00:05:18.399,a luftdruckluftbeeinflusst e où e riet drüber auf europa e bläst enfin drüber auf europa e e bläst von ost and europa.,348.0,,0.061,19.274,38.406,3.938,61.842,a air pressure influence e où e advised about it on europa e blow over on europa e e blow from europe.
3TEQLFpSk2I-00:06:25.980-00:06:28.800,sychichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichi,85.0,,0.019,4.772,8.231,4.005,17.188,"In the case of goods which are not subject to the requirements of this Regulation, the competent authority of the Member State in which the goods are to be exported shall, in accordance with the procedure laid down in this Regulation, inform the competent authority of the competent authority of the competent authority of the Member State in which the goods are transported."
Exjh4uwEBhM-00:00:10.720-00:00:12.640,tiefer luftdruck sorgt für turbulen.,58.0,,0.017,3.275,5.301,1.36,10.109,deep air pressure ensures turbulent.
