video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time
2Wsw0KI-yQg-00:07:36.208-00:07:57.625,narrave                              ,515,,0.084,28.871,58.047,4.018,91.192
ey3i9jNcat4-00:02:02.683-00:02:05.480,e widt sich wid. e widt sich richtung südost. e widt sich richtung ost pääääääääääääääääääääääääääää,68,,0.021,3.737,6.474,4.007,14.396
CjWTln_pa2E-00:12:18.799-00:12:22.559,e ihnen noch einen schönen abend und lernt e beim weihnacht.,113,,0.024,6.447,11.689,2.311,20.629
3poB5VELd34-00:00:22.460-00:00:30.440,e e änder sich während e s strömt auf jeden fall e strömt e temperatur werte an werte werte werte werte werte werte werte.,240,,0.042,13.021,26.452,3.433,43.118
zIAjjFnDhNg-00:00:23.539-00:00:25.859,es tauchen auf es breitet sich aus.,70,,0.018,3.922,6.676,2.11,12.887
EslZp7UiTck-00:07:55.074-00:07:57.744,es bildet sich hier und da nebel.,81,,0.018,4.369,7.871,1.883,14.302
8n6wq6QS9Js-00:06:10.899-00:06:32.139,based on a combination of observable observables observables observables observables und observables observables von observable observables observables observables observables observables observables,638,,0.107,34.042,72.03,4.022,110.371
8NrrsmlzppU-00:01:37.060-00:01:41.500,e e widened hat sich derzeit mit sicherheit e ändert sich.,134,,0.026,7.434,13.786,1.749,23.168
AgraECvNR1A-00:06:24.600-00:06:35.360,es war ein wechsel aus türmischen böen mit stürmischen böen in den nächsten tagen mit den starken böen an der ostsee in den nächsten tagen in südöstlichen mitteleuropa.,323,,0.058,18.263,36.065,3.993,58.536
FND2JfzngVY-00:06:47.860-00:07:08.720,in den nächsten tagen we analyzed es unalterable abord also es blästt es auf den markt pinte clés et bläst es gibt es zwar océan blick während es,626,,0.1,34.724,70.233,4.029,109.279
Ct-0LgiwtBs-00:05:08.879-00:05:14.519,es gibt viele verschiedene landschaften variegate temperatur werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte ,170,,0.033,9.291,18.366,4.006,31.867
CUIp1T0qhWs-00:19:25.830-00:19:27.039,guten abend zu guten beginn der woche.,29,,0.01,1.575,1.852,0.993,4.577
hHxhQ-5ms18-00:07:21.759-00:07:27.680,"e era où e sintetifica, e e peria, e peria, e peria, e peria, peria, peria, peria, peria, peria, peri",178,,0.034,9.898,19.42,3.999,33.512
ildCQTeV-3U-00:09:51.923-00:10:02.309,es ändert sich kaum das wetter es ändert sich ständig es ändert sich es wählt wieder unterschiedliche luftmassen wechselhaftes wetter wechselhaftes wetter wechselhaftes wetter ,250,,0.043,14.024,27.827,3.99,46.039
AgraECvNR1A-00:06:52.120-00:06:54.600,in den nächsten tagen wenigstens noch ein schritt in den wetter.,75,,0.018,4.2,7.489,1.803,13.674
24fz_9v18Us-00:01:39.498-00:01:46.873,e widened e widened e widened e widened e widened e widened e widened e widened e widened e widened e widened e widened e ,222,,0.039,12.438,24.38,4.004,41.026
045-gE1O_hQ-00:05:27.661-00:05:35.502,e widened e widen e widen e widen e widen e widen e widen e widen e widen e widen e widen e widen e ,235,,0.04,13.16,25.503,3.994,42.854
zl5Q-PahKrQ-00:01:19.239-00:01:24.680,es wird jetzt auf jeden fall mit sicherheit gestellt wenn es mit den sicherheitswarnungen eines deutschen wetterdienstes zusammenstellt.,164,,0.031,8.767,17.318,2.736,29.024
0av-wKimT9Q-00:00:38.960-00:00:41.679,a luftdruckgerät breitet sich langsam. e breitet sich weiter. e breitet sich weiter. e breitet sich. e breitet sich. e breitet. e breitet sich langsam. e breitet sich.,82,,0.018,4.394,8.527,4.038,17.147
3poB5VELd34-00:07:57.819-00:08:07.660,e e ändert sich subsequently nämlich hat e ändert sich presently e ändert sich presently e ändert sich presently e ändert sich presently e ändert sich presently e ändert sich presently,295,,0.05,15.904,32.211,4.035,52.362
G34h0hn3T5k-00:11:44.745-00:11:53.754,eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,216,,0.038,11.771,23.684,4.037,39.699
BXjgMNlzXts-00:04:37.000-00:04:43.480,e hat sich ja heute schon beendruckt von den hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen,156,,0.031,8.745,16.641,4.089,29.665
9C82salEk7w-00:00:46.212-00:00:59.600,e                               ,321,,0.056,19.948,36.26,4.0,60.434
BVrZ2mPsdS0-00:14:42.207-00:14:55.541,e e blüste flüt von ost ost ost e blüste hohen ost hohen hohen ost hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen ,321,,0.055,18.131,35.85,4.065,58.263
e0bxKJXsUyw-00:00:50.939-00:00:56.340,el hat seinen wald groß und hat seinen starken eid auf europa vor allem in britain und südosteuropa.,163,,0.032,9.021,17.514,3.0,29.739
zViz5q_jppE-00:03:47.993-00:04:03.576,ungelutia ungelutia ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive ungelutive unge,935,,0.144,51.609,104.796,4.111,160.835
eyuQSdSbbp8-00:00:15.082-00:00:18.018,es gibt verschiedene temperaturbereiche werte um sehen auf den glasen auf den straßen auf den straßen.,71,,0.017,4.039,6.598,2.628,13.453
7yYu5s4k8Ig-00:08:53.779-00:09:02.059,es gibt richtung ostsee richtung südostsee richtung ostsee es fängt auf jeden fall morgen bei im südosten richtung ostsee richtung südostwind.,249,,0.045,13.944,27.654,3.972,45.776
CvlyhtXd9e8-00:03:52.231-00:04:09.014,an der ostsee fließt ein ostseewinkel von der ostsee bis nach südosteuropa während diese luftmassen von osteuropa strömt zu uns eine strömung von osteuropa.,403,,0.066,22.52,44.621,4.029,71.409
2FvaJMgoK6Q-00:10:45.379-00:10:52.559,e energia sorgt für stabile energie supply in europa e energia europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa,216,,0.038,11.903,23.909,3.992,39.996
EslZp7UiTck-00:08:28.341-00:08:31.877,es war wechselhaft mit lokalen strömen und wechselböen.,106,,0.022,5.941,11.128,2.178,19.426
2Wsw0KI-yQg-00:11:18.291-00:11:24.166,und es kühlt sich schon wieder am rhein und an den rhein auf den rhein und es schüttet ja raus aus rhein und sonne.,141,,0.027,9.852,14.562,4.009,28.63
24fz_9v18Us-00:02:51.504-00:03:00.847,e                               ,281,,0.047,15.564,30.949,4.005,50.725
zCjNh65JKWs-00:01:57.180-00:02:09.060,an der ostsee a bläst eine rotunda bläst eine ostsee bläst eine ostseeküste a bläst eine ostseeküste a bläst eine ostseeküste a,357,,0.06,20.084,39.73,3.997,64.046
7yYu5s4k8Ig-00:09:20.899-00:09:34.220,es bläst eine stabile wetterfront die richtung ostsee richtung ostseeküste oder ostseeküste richtung ostseeküste oder ostseeküste richtung ostseeküste oder ostseek,400,,0.066,22.716,44.801,4.029,71.784
4zsgy6DmJfA-00:00:29.519-00:00:31.179,südlich der südwestwind wartet ein frische südostwind.,50,,0.014,2.891,4.626,2.237,9.919
gdVQKVcjBO8-00:04:43.000-00:04:45.720,ungemütliches hochdruckwetter mit stürmischen böen und nebelfelder.,82,,0.018,4.501,8.265,2.39,15.331
6fjvNHU3utk-00:02:07.126-00:02:14.867,es strömt dazu ein mäßige ostwärts ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ostwärts in dieser linie ,464,,0.074,25.937,52.469,4.086,82.741
CUIp1T0qhWs-00:14:46.051-00:14:50.054,es gibt viele nebelfelder es gibt werte werte werte im südwesten werte werte werte werte im südosten werte werte im südosten werte werte im süd,96,,0.021,5.257,10.063,4.009,19.508
yH_kzYMc0dE-00:07:11.180-00:07:23.779,es ändert sich in den nächsten tagen aber es ändert sich erstmal nicht viel das heißt es ändert sich erstmal das wetter lokales wetter lokales wetter lokales wetter lokale,378,,0.062,21.292,42.253,4.005,67.789
Ct-0LgiwtBs-00:07:12.920-00:07:30.120,na rüttelt es schon am rhein im rhein main linie am rhein main linie am rhein main linie de blühen oktober bis januar so oktober bis mon,516,,0.086,28.851,57.407,4.004,90.509
B57Q2xr4Zqs-00:03:08.560-00:03:18.080,etabliert sich das wetter in ungemütliche schritte in den nächsten tagen in ungemütliche schritte schritte schritte schritte schritte schritte schritte schritte schritte schritte,286,,0.052,15.868,31.063,4.005,51.157
CvlyhtXd9e8-00:07:47.000-00:07:50.502,e vitat ihnen enorme energia.,85,,0.02,4.587,8.137,2.687,15.593
5cjkZmWlhKE-00:07:48.019-00:08:00.060,if you want to learn more about how to use the programming tools available on the idex idex idex idex idex idex idex idex idex idex idex idex idex idex ide,361,,0.062,19.828,40.13,4.004,64.198
iFAIfRLaB64-00:04:01.680-00:04:04.400,es widnet sich in diesen landesteilen richtung südwest richtung südost richtung südost richtung südost richtung südost richtung südost richtung südost,66,,0.022,3.706,6.621,4.048,14.555
g6dL_64oZ3Y-00:02:12.680-00:02:16.560,e e bläst voller wind und e blt mit blen.,117,,0.024,6.514,11.949,2.815,21.466
8y54C5UiktI-00:03:47.930-00:03:49.080,diesen schönen abend mit vielen schönen gesprächen.,35,,0.012,1.909,2.77,1.647,6.494
j2iRHiIYtTg-00:07:23.810-00:07:26.379,e widt sich ja weiter richtung südwest linie linie e linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie,77,,0.018,5.646,7.494,4.062,17.383
CUIp1T0qhWs-00:12:47.892-00:12:50.602,es tauchen auf es tauchen vereinzelt spitze spitze spitze spitze tauchen vereinzelt spitze spitze spitze spitze tauchen vereinzelt spitze spitze spitze spitze tauchen während es lichtblickt.,65,,0.016,3.52,6.666,4.005,14.379
1nJ_iACyuR8-00:06:06.240-00:06:09.639,es gibt a lot of turbulence an der böen im südwesten europas.,102,,0.021,5.688,10.388,2.375,18.63
EKX7-U56t84-00:05:11.399-00:05:13.680,christia and christia.,69,,0.017,3.674,6.3,1.823,11.968
0AQHLPt8NDk-00:01:27.087-00:01:35.295,und so um sachsen und thüringen werden wahrscheinlich die blauen nebel wahrscheinlich während es auf den grunde der temperatur und luftmassen weiterhin angespannt wird.,246,,0.043,13.125,25.517,3.546,42.386
EslZp7UiTck-00:07:57.744-00:08:08.987,es änder sich immer wieder mit varying temperaturs bis unterschiedlichen luftdrucks. während es ab und zu mit nebel und sonne präsentiert sich im laufe des tages.,337,,0.057,18.558,35.462,3.744,57.991
g_Gny24zEVw-00:02:15.159-00:02:16.219,es gibt viele lichtblicke auf den hohen bergen.,32,,0.012,1.763,2.724,1.241,5.894
3Vg-kKfUHzI-00:07:02.740-00:07:13.699,e hat seinen rücken und e hat seinen rücken und e hat seinen rücken und e hat seinen rücken und osten sowie hat seinen sitz und hat seinen sitz und hat seinen ,329,,0.056,17.44,36.339,4.001,58.009
8kr8G6TzCbM-00:05:30.608-00:05:31.947,in den küsten süddeutschlands fängt es an zu stürmn.,41,,0.014,2.035,3.64,1.856,7.699
ic9LAfKoFTA-00:13:06.118-00:13:25.386,es ändert sich vor allem in sweden aber ändert sich vor allem in südosteuropa actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel actuel ,462,,0.076,24.68,51.906,4.014,80.848
1Dtihc3VSiQ-00:01:27.620-00:01:28.168,,,Given input size: (768x1x1). Calculated output size: (768x1x0). Output size is too small,,,,,
BwIIUBEqyzM-00:11:12.672-00:11:13.972,es gibt viele lichtblicke auf diesen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen ,32,,0.009,1.618,2.653,4.051,8.489
iFAIfRLaB64-00:08:14.120-00:08:16.079,es ändert sich.,48,,0.017,2.641,4.356,1.76,8.926
3TEQLFpSk2I-00:02:30.379-00:02:35.960,"eax, eax, eax, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe, ewe,",168,,0.031,9.396,18.153,4.058,31.793
EKX7-U56t84-00:05:25.720-00:05:27.399,e t t mit sonne................. ,51,,0.014,2.619,4.285,4.019,11.091
fLZ-ZLa67AI-00:01:51.159-00:02:06.640,es hat eine breite wetterlage spanning über nördliche richtung spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spani,465,,0.077,23.398,50.863,4.063,78.579
Be7Kg0uuaBo-00:02:36.979-00:02:38.780,in südost europa flütt ein bisschen sprühren.,55,,0.014,2.618,4.39,1.7,8.881
fyWOxU3YUq8-00:10:00.799-00:10:02.000,e                               ,36,,0.012,3.214,2.429,4.071,9.885
fTpH5m4OTw4-00:07:34.161-00:07:36.329,es gibt tellement verschiedene temperaturbereiche werte um sweden werte um sweden.,52,,0.014,2.681,4.161,2.372,9.402
7yYu5s4k8Ig-00:10:57.759-00:10:58.840,es gibt aber also den sonne und es gibt es eben vor allem in syttäen.,33,,0.011,1.623,2.559,2.192,6.543
BVrZ2mPsdS0-00:14:32.832-00:14:42.207,hohen luftdruck und steigende temperaturdruck sorgt für jahresüber wechselhaftes wetter mit hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen ,225,,0.041,12.109,22.244,4.032,38.583
7yYu5s4k8Ig-00:07:27.759-00:07:46.740,e widened e widened e widened e widened e e widened e e widened e e widened e e widened e e widened e e widened ,569,,0.094,27.902,57.879,4.014,90.067
DOJ2vhDD7Gg-00:01:37.500-00:01:51.540,"if we want to get a better understanding of the natural world we live in, then... if we learn how to read a we can learn to read a we can learn to read a we learn a we can learn to speak a we can learn to read a we",421,,0.068,21.87,44.123,4.044,70.275
fyWOxU3YUq8-00:08:23.759-00:08:30.000,"eax, lus, kós, kós, kós. kós, kós. kós, kós.",188,,0.036,9.473,18.951,3.36,31.976
9C82salEk7w-00:02:57.175-00:03:07.895,ablaue circut circut och blaue circut och blaue circut och blaue circut och blaue circut och blaue circut och blaue circut och blaue,258,,0.044,13.654,26.57,4.038,44.476
BwIIUBEqyzM-00:07:52.204-00:08:24.269,es änder sich kaum es änder sich es gibt ne raus ost nebe nung ost nebe nung ost nebe nung ost nebe nung ost nebe ,770,,0.124,42.389,85.456,4.029,132.168
5udliYZHcX4-00:00:03.961-00:00:07.341,es gibt viele verschiedene wegweisen durch den hohen mittelmeer hohen mittelmeer hohen mittelmeer hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen berg,102,,0.021,5.182,9.145,4.071,18.58
8Pgz-GaUC6M-00:09:12.426-00:09:20.809,e e bläst eine stabile wetterlage an den küsten e bläst eine stabile wetterfront zwischen ostsee und südosteuropa.,201,,0.037,10.309,20.642,3.995,35.161
yLfw4Ickjcg-00:01:08.879-00:01:17.019,ungemütliches ungemütliches frühlingswetter in den vergangenen tagen war dominated by ungemütliche ungemütliche ungemütliche ungemütliche wetter in den nächsten tagen by,245,,0.042,12.25,24.866,4.03,41.346
G3zfes_ZL5U-00:07:20.105-00:07:26.346,es gibt zahlreiche nebelfelder an den mosen ostsee hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen bergen hohen berg,150,,0.028,7.629,14.3,4.073,26.206
8kr8G6TzCbM-00:07:44.197-00:07:52.605,e lut e wt e e ród ród e blt e lót e ród e blt e wt e ród,253,,0.044,12.724,26.88,4.032,43.836
EslZp7UiTck-00:16:15.207-00:16:19.211,hier im wetter es gibt verschiedene wegweisen ab westen es gibt eine wegweisen ab westen es gibt wegein südwesten es gibt wegein südwesten.,120,,0.025,6.328,12.385,3.819,22.716
fQLaFTniURg-00:10:31.340-00:10:32.320,ich hat noch den ganzen sonntag. ich hat noch vielen schönen sonneen. ich hat noch vielen schönen sonneen.,30,,0.011,1.708,1.885,3.382,7.137
7CyI8OaIPEg-00:00:09.134-00:00:14.513,he was born in affluencen europea. he was educated in affluen. he was educated in afflu. he was educated in afflu. he was educated in afflu. he,129,,0.025,6.403,13.273,4.073,23.948
BVrZ2mPsdS0-00:08:38.625-00:08:43.582,e e prächit. e chten lute ocht e chten lute. e chten ocht e chten lute. e chten ocht e chten lute. e chten ocht e ,119,,0.024,6.42,11.953,4.011,22.567
FCcLqY-Nezo-00:09:33.700-00:09:35.820,in den nördsten strömt e e rot groß.,64,,0.017,3.517,6.046,2.052,11.786
7yYu5s4k8Ig-00:09:14.100-00:09:20.899,es weht diesen wind im südwesten aus östlichen richtung ostseek im südostwind weht richtung ostseek im südwest.,204,,0.037,11.473,21.8,3.426,36.913
Exjh4uwEBhM-00:04:12.318-00:04:15.400,e e europa hat noch ein stabile supply of kühler luft unter diesen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen,93,,0.02,5.162,8.969,4.016,18.324
045-gE1O_hQ-00:02:32.818-00:02:42.788,ungemütliches november november november endes in schottland in ostschottland in schottland im südolth oktober bis januar. ,299,,0.05,16.814,32.407,3.994,53.423
D9HR4q0vbwE-00:23:09.679-00:23:14.058,e luft wurde rehabilitiert von england a türbul ochta.,105,,0.021,5.9,10.56,2.094,18.748
cfrSyaoWMl0-00:05:06.800-00:05:18.399,a luftdruckluftbeeinflusst e où e riet drüber auf europa e bläst enfin drüber auf europa e e bläst von ost and europa.,348,,0.061,19.274,38.406,3.938,61.842
3TEQLFpSk2I-00:06:25.980-00:06:28.800,sychichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichi,85,,0.019,4.772,8.231,4.005,17.188
Exjh4uwEBhM-00:00:10.720-00:00:12.640,tiefer luftdruck sorgt für turbulen.,58,,0.017,3.275,5.301,1.36,10.109
9TWvWwI3jG4-00:01:06.082-00:01:22.082,während dieses interlude über den jahresrücke des instituts dreißig bürokratisches wetter bestimmt vor allem in den kommenden tagen die strom von nebel und wolken dreißi,384,,0.064,21.358,43.746,3.999,69.343
AgraECvNR1A-00:00:16.500-00:00:34.140,es gelten regelmäßig unwetterwarnung des deutschen wetterdienstes es gelten entsprechende unwetterwarnung des deutschen wetterdienstes.,529,,0.087,31.259,59.244,4.031,94.792
5zCLCm5eTfU-00:02:15.901-00:02:30.984,e l  l  l                          ,453,,0.074,24.936,50.766,4.019,79.968
Ct-0LgiwtBs-00:02:24.979-00:02:32.960,et sorgt dafür dass es heftig mit turbulences wechselhaftes wetter lebt.,240,,0.044,13.504,26.05,2.448,42.2
j2iRHiIYtTg-00:05:51.918-00:05:55.922,e hat seinen heft und heft richtung südwest richtung ostseeküste.,120,,0.024,6.682,12.634,2.376,21.878
11QQwlNKUr4-00:10:57.039-00:11:02.759,"eax, eax und saax. eax, saax und sax. eax, sax und sax. eax, sax und sax.",172,,0.032,7.988,16.728,4.063,28.982
0ulVg4h6W9E-00:07:47.466-00:07:50.603,in den nächsten tagen will es anfangen zu verhalten.,95,,0.021,5.439,9.014,1.383,16.011
ALW91e6WPTU-00:01:28.621-00:01:30.290,drüben e wechsel mit lokalen spannungen spannungs.,41,,0.011,2.257,3.656,1.755,7.831
3zBcV4VQ2lg-00:07:01.379-00:07:13.879,es gibt a wide variety of habitats ranging from desert sand dundee inland kansas spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien span,375,,0.066,21.078,41.596,4.047,66.963
0ulVg4h6W9E-00:00:00.500-00:00:03.403,die luft ist großeinfluss von südwest europa.,88,,0.02,4.698,9.154,1.551,15.576
11QQwlNKUr4-00:07:54.079-00:07:58.720,südost deutschlands liegt während ein kühlen südosteuropa tief drei über osteuropa. drührt ein tief fördert verkehrs between ost und südost. ost clés tauchen druck,140,,0.029,7.737,14.332,4.01,26.268
ftjAL7MnqsE-00:05:51.050-00:05:57.023,"eagle flüst von südwest flüsse nach ost, ost, südost, osts, südost, osts, südost, osts, osts, s",180,,0.032,9.628,18.283,3.997,32.1
7MO4gEUj6v0-00:02:16.439-00:02:37.280,e                               ,501,,0.082,25.914,54.02,4.01,84.195
cunzvS3XRX4-00:11:08.918-00:11:22.264,stürmische luft im östlichen mittelmeer sorgt für eine favourable climate for die fahrt des deutschen wetterdienstes.,320,,0.054,16.558,35.277,4.0,56.061
FShqWVOQ3w0-00:06:07.759-00:06:14.240,außerdem hat es auch wahrscheinlich been ein bisschen gipfelt in dieser woche die lokale temperatur höchsttemperaturs höchsttemperaturs gibt es fast überall e  gibt es drin im thüringer wald ,195,,0.036,10.879,20.233,3.996,35.3
ey3i9jNcat4-00:04:02.340-00:04:06.364,a luftdruckgerät über den großen mittelmeer. e strömt mit kinetica.,97,,0.028,5.375,10.131,3.382,19.087
fk1C9sC3uuw-00:06:20.146-00:06:21.915,es war ein freundliches wetter mit vielen blüen vereinzelt sprühren vereinzelt sprühren es gibt vereinzelt sprühre.,54,,0.014,3.033,4.749,3.998,11.948
4ZWZaCaywiE-00:00:08.519-00:00:11.279,es gibt ein wettersommer von südost bis südwest.,83,,0.019,4.676,8.491,1.771,15.113
0ozA6CspdcQ-00:08:33.100-00:08:33.998,es strömt auf zentraler fluss strömt wasser zu epa.,27,,0.011,1.494,1.844,1.759,5.272
FCcLqY-Nezo-00:08:19.220-00:08:27.418,es geht weiter in dieser ungemütlichen ungemütlichkeit es geht weiter in den nächsten tagen mit sicherheit in den nächsten tagen mit sicherheit in den nächsten tagen dann aber auch in den nächsten tagen weiter.,246,,0.042,13.745,27.033,3.997,44.978
DqI4YFN0VAY-00:05:11.500-00:05:22.519,he was born in schottland in schottland über osteuropa e e bläst von osteuropa ostosteuropa. ostostostostostostostostostostostostostostostostostostostostost,331,,0.056,18.534,36.7,4.038,59.498
3WB3Ca1ocq8-00:03:48.659-00:03:59.859,es ändert sich periodically es ändert sich vor allem in den nächsten tagen bevor es wieder mit den hohen temperaturn und druckeinfluss ändert sich wieder.,336,,0.057,19.074,37.824,3.366,60.499
edY8MnMxLvQ-00:07:16.802-00:07:20.240,es gibt diesen hohen grad in den hohen grad also hohen grad gibt es es in hohen grad aber auch hohen grad e grad gibt es e grad werte werte werte werte werte werte,104,,0.022,5.673,10.938,4.005,20.801
AgraECvNR1A-00:07:02.920-00:07:05.000,es hat seinen heffren und seinen sonne.,63,,0.018,3.514,5.667,1.451,10.804
8Pgz-GaUC6M-00:18:42.121-00:18:52.506,e widt sich langsam aber widt e wid e seinen horizon wid e e s keit voll tintelligt e werte werte werte werte werte werte werte werte werte.,249,,0.043,14.132,27.539,3.993,45.864
8kr8G6TzCbM-00:02:02.656-00:02:07.960,es hat sich immer noch verlauf der jahres vergangenen tausend och dreißig tausend och dreißig tausend dreißig tausend dreißig tausend dreißig druck,160,,0.033,8.765,17.203,4.046,30.221
eK0qbGyQ-eA-00:10:31.464-00:10:32.590,es gibt a wide variety of glases. es gibt sowohl glases als auch sylte.,27,,0.011,1.532,1.875,2.383,5.949
0JWnUGQrtIs-00:00:07.240-00:00:09.160,in sachsen an den küsten fängt es an.,58,,0.015,2.934,5.398,1.814,10.319
1t3Hbvflc40-00:03:25.520-00:03:38.520,es war angewichted rücken auf den rücken dieser linie wicht seinen rücken vor allem hier im südosten während es sich im östlichen osten europas ausbrückt.,390,,0.065,21.026,40.983,4.053,66.303
BYUE92j4p5U-00:11:22.379-00:11:41.840,jubil wartet derzeit die klimatia mit hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen,584,,0.093,30.447,63.301,4.026,98.044
Ct-0LgiwtBs-00:11:51.200-00:12:09.120,observable in observable observable observable in observable observable observable in observable observable observable in observable observable observable in observable observable observable in observable observable observable,538,,0.088,28.795,59.937,4.046,93.039
iFAIfRLaB64-00:00:03.520-00:00:14.519,es geht aber los in den nächsten tagen mit den nächsten tagen von england über däne schritte e entsttt sich bereits an diesen tagen an däne schritte in den nächsten tagen an dokument,264,,0.063,14.382,29.948,3.991,48.542
e8DIW3Oddxk-00:07:04.160-00:07:13.639,e widhelm widhelm widhelmed e widhelmed e widhelmed e widhelmed e widhelmed e widhelmed e widhelmed e widhelmed ,285,,0.051,15.697,30.389,4.076,50.385
ezAvfUPI1To-00:03:06.400-00:03:18.199,rotund so umdrehen die rotund osten osten osten osten osten osten osten steckt es hier im rotund osten osten ostste punkt beim winkel lokal an ,354,,0.062,19.681,39.883,3.996,63.776
dP56fO6l8ps-00:02:26.145-00:02:34.820,es ändert sich nur a wenig an diesem wetter es ändert sich ständig. es wechselhaftes wetter wechselhaftes wetter mit wechselhaftem energie wetter von südwest to sü,260,,0.046,14.177,28.472,4.04,46.907
eK0qbGyQ-eA-00:01:49.900-00:02:06.334,"based on observable natural observables, widt e omniscient observer e observa, observa, observa, inte observa, intevista, observa, intevista, vista, vista, vista",395,,0.066,21.362,41.596,4.0,67.178
FSTcHQ4yBbw-00:04:01.080-00:04:08.400,a luftdruckunterschieded über europa liegt eine umfangreiche luftmassen den größten landesteilen darunter europa.,176,,0.041,8.491,18.494,2.3,29.501
1cT9kp1pI8A-00:05:12.228-00:05:30.997,es gibt so viele turbulenzen bei diesen starken ostwind an den küsten so thüring diese rotund wind richtung nordosten osten blästen türmische ostswinde richtung osten ,451,,0.072,23.846,46.949,4.004,75.045
7MO4gEUj6v0-00:12:14.320-00:12:38.320,drüben großbritannien aus franken poland hat heute obtenu a total of nebula in a spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien,576,,0.091,30.614,63.248,4.02,98.149
DGinIoH2fiE-00:03:39.919-00:03:48.319,etabliert sich das wetter viel mehr richtung osten osten e ändert sich vor allem in böen an der ostseeküste bei kühler luft zwischen osteuropa und europa.,252,,0.045,13.485,27.241,3.992,44.924
G34h0hn3T5k-00:12:20.280-00:12:32.168,e                               ,286,,0.048,15.627,30.915,4.073,50.832
d-0NivWQG98-00:01:02.159-00:01:13.129,es ändert sich fast nichts und ne ändert sich nur wenig am rhein oder an ändert sich vor allem an ostseeküste an ostseeküste an ostseeküste an ostseeküste an ost,329,,0.06,18.075,34.92,4.049,57.267
gdVQKVcjBO8-00:11:30.759-00:11:34.159,es war ein wechselhaftes wetter mit stürmischen böen wind und sturmböen in vollem gange.,102,,0.022,7.329,9.751,2.816,20.074
ixq65EiuJ_c-00:01:57.912-00:02:00.090,es schüttet lücken in den hohen lagen.,66,,0.016,3.778,6.389,1.67,12.013
ezAvfUPI1To-00:09:53.340-00:09:56.379,es gibt es a lot of nebelfelder es gibt es an den küsten es gibt es lichtblicke an den küsten.,92,,0.02,4.62,9.06,4.019,17.891
BwIIUBEqyzM-00:09:25.899-00:09:42.248,und diese entwicklung es entwirft sich so ungemütlich das heißt diese entwicklung es shifted focus auf den osten es shifted focus auf den osten es shifted focus auf den osten es ,393,,0.066,23.106,41.815,4.0,69.142
dATJBSktK3w-00:08:32.399-00:08:39.179,a luftdrucklösung triggered by the fusion of europsia and europsia.,204,,0.037,10.806,23.498,2.166,36.681
3poB5VELd34-00:00:14.300-00:00:17.300,januar hat es mit vielen guten témoins im laufe des jahres.,90,,0.02,4.583,9.235,3.44,17.442
2Wsw0KI-yQg-00:13:40.500-00:13:47.416,e e drüben groß aus südwesteuropa dreht sich ein rück auf den rhein und dreht e rungs auf eura und dreht e rungs auf eura und dreht e rung,166,,0.032,9.138,17.211,4.038,30.581
DOJ2vhDD7Gg-00:05:15.660-00:05:27.000,es ändert sich vor allem in europa aber es ändert sich fast nichts. es ändert sich vor allem in europa es ändert sich fast nichts.,340,,0.058,18.195,36.754,4.067,59.246
g6dL_64oZ3Y-00:05:33.040-00:05:42.560,e laufed während e klimatisiert e e löst.,286,,0.052,15.512,30.552,3.061,49.331
